title,timesCited,year,percentNonCS,numAuths
Improving throughput via slowdowns,,2010,25.0,8
A role-based qualification and certification program for software architects: an experience report from Siemens,,2010,44.4444444444444,6
Assessments in global software development: a tailorable framework for industrial projects,,2010,11.5384615384615,7
Penalty policies in professional software development practice: a multi-method field study,,2010,22.7272727272727,6
A modeling language's evolution driven by tight interaction between academia and industry,,2010,0.0,7
Staying afloat in an expanding sea of choices: emerging best practices for eclipse rich client platform development,,2010,44.4444444444444,6
Integrating legacy systems with MDE,19,2010,31.8181818181818,7
Can clone detection support quality assessments of requirements specifications?,,2010,12.0,12
Comprehending module dependencies and sharing,11,2010,27.2727272727273,7
Making defect-finding tools work for you,,2010,27.2727272727273,10
Formalization and validation of a subset of the European Train Control System,,2010,19.2307692307692,12
Transparent combination of expert and measurement data for defect prediction: an industrial case study,,2010,7.69230769230769,9
From scripts to specifications: the evolution of a flight software testing effort,,2010,9.09090909090909,7
Experiences in initiating concurrency software research efforts,,2010,15.625,7
A cost-benefit framework for making architectural decisions in a business context,,2010,9.52380952380952,7
Social computing networks: a new paradigm for engineering self-adaptive pervasive software systems,,2010,12.5,6
An eclectic approach for change impact analysis,,2010,20.0,8
Domain-specific tailoring of code smells: an empirical study,,2010,16.6666666666667,8
CUTA4UML: bridging the gap between informal and formal requirements for dynamic system aspects,,2010,11.1111111111111,6
Can we certify systems for freedom from malware,,2010,0.0,7
Using dynamic execution traces and program invariants to enhance behavioral model inference,,2010,16.6666666666667,9
Synthesized essence: what game jams teach about prototyping of new software products,,2010,6.25,8
"An analysis of the effects of company culture, education and experience on confirmation bias levels of software developers and testers",,2010,33.3333333333333,7
Compose & conquer: modularity for end-users,,2010,21.4285714285714,6
Slicing and dicing bugs in concurrent programs,,2010,11.1111111111111,6
Requirements reflection: requirements as runtime entities,,2010,11.5384615384615,9
"Adinda: a knowledgeable, browser-based IDE",,2010,11.7647058823529,10
Code canvas: zooming towards better development environments,,2010,7.14285714285714,6
Knowledge transfer in global software development: leveraging acceptance test case specifications,,2010,0.0,6
Dynamic symbolic data structure repair,,2010,30.7692307692308,6
Towards better support for the evolution of safety requirements via the model monitoring approach,,2010,0.0,6
Supporting program comprehension with source code summarization,,2010,0.0,7
Detecting recurring and similar software vulnerabilities,,2010,33.3333333333333,10
Bridging lightweight and heavyweight task organization: the role of tags in adopting new task categories,,2010,25.0,6
Syde: a tool for collaborative software development,,2010,12.5,6
StakeSource: harnessing the power of crowdsourcing and social networks in stakeholder analysis,101,2010,28.5714285714286,7
CoDesign: a highly extensible collaborative software modeling framework,,2010,18.1818181818182,11
Flexible architecture conformance assessment with ConQAT,,2010,9.09090909090909,8
Visualizing the Java heap,,2010,40.0,5
FLAT3: feature location and textual tracing tool,,2010,21.0526315789474,7
Exemplar: EXEcutable exaMPLes ARchive,,2010,23.8095238095238,10
LSdiff: a program differencing tool to identify systematic structural differences,,2010,27.2727272727273,6
Legacy component integration by the Fujaba real-time tool suite,,2010,18.1818181818182,9
BPGen: an automated breakpoint generator for debugging,,2010,22.2222222222222,9
Runtime repair of software faults using event-driven monitoring,,2010,9.09090909090909,6
TestFul: automatic unit-test generation for Java classes,,2010,7.14285714285714,6
End-user requirements blogging with iRequire,,2010,0.0,7
The small project observatory: a tool for reverse engineering software ecosystems,,2010,0.0,6
A research demonstration of code bubbles,,2010,13.3333333333333,13
A flexible tool suite for change-aware test-driven development of web applications,,2010,25.0,8
Reverse engineering with the reclipse tool suite,,2010,14.2857142857143,7
SOABench: performance evaluation of service-oriented middleware made easy,,2010,0.0,7
SM@RT: representing run-time system data as MOF-compliant models,,2010,0.0,9
Eliminating dead-code from XQuery programs,,2010,0.0,6
EMFStore: a model repository for EMF models,,2010,10.0,6
CUTS: a system execution modeling tool for realizing continuous system integration testing,,2010,12.5,5
"SSG: a model-based development environment for smart, security-aware GUIs",,2010,33.3333333333333,10
Managing iterations with UNICASE,,2010,0.0,6
JDF: detecting duplicate bug reports in Jazz,,2010,0.0,9
Using invariant functions and invariant relations to compute loop functions,,2010,40.0,9
LM: a miner for scenario-based specifications,,2010,11.1111111111111,8
RAW: runtime automatic workarounds,,2010,0.0,8
Portable secure identity management for software engineering,,2010,16.6666666666667,5
Dynamic service quality and resource negotiation for high-availability service-oriented systems,,2010,12.5,5
Zenet: generating and enforcing real-time temporal invariants,,2010,0.0,5
Balancing collaboration and discipline in software development processes,,2010,9.09090909090909,5
A proposal for consistency checking in dynamic software product line models using OCL,,2010,0.0,5
Behavioural validation of software engineering artefacts,,2010,37.5,5
Umple: a model-oriented programming language,,2010,37.5,5
An incremental methodology for quantitative software architecture evaluation with probabilistic models,,2010,0.0,5
Synthesize software product line,,2010,0.0,5
Choreography of intelligent e-services,,2010,66.6666666666667,5
A framework for handling variants of software models,,2010,0.0,5
Improving wide-area distributed system availability,,2010,10.0,5
Risk assessment on distributed software projects,,2010,10.0,5
VisAr3D: an approach to software architecture teaching based on virtual and augmented reality,,2010,28.5714285714286,5
Change impact analysis from business rules,,2010,7.69230769230769,5
Software architecture for systems of software intensive systems (S3): the concepts and detection of inter-system relationships,,2010,37.5,5
Formal methods for web services: a taxonomic approach,,2010,23.0769230769231,5
Exploratory study of a UML metric for fault prediction,,2010,7.69230769230769,5
Feature-oriented requirements modelling,,2010,18.1818181818182,5
Automatic enforcement of architectural design rules,,2010,0.0,5
SMT-based bounded model checking for multi-threaded software in embedded systems,,2010,17.6470588235294,5
Enhancing collaboration of multi-developer projects with synchronous changes,,2010,22.2222222222222,5
SOFAS: software analysis services,,2010,11.1111111111111,5
Informal software design knowledge reuse,,2010,0.0,5
The role of emergent knowledge structures in collaborative software development,,2010,14.8148148148148,5
Capturing the long-term impact of changes,,2010,23.0769230769231,5
Failure preventing recommendations,,2010,16.6666666666667,5
Impact analysis for event-based components and systems,,2010,15.3846153846154,5
Empirical evaluation of effort on composing design models,,2010,9.09090909090909,5
Analysis of execution log files,,2010,0.0,5
Towards end-user enabled web service consumption for Mashups,,2010,8.33333333333333,5
Constraint solving techniques for software testing and analysis,,2010,30.0,5
A methodology to support load test analysis,,2010,13.3333333333333,5
"SUITE 2010: 2nd International Workshop on Search-Driven Development - Users, Infrastructure, Tools & Evaluation",,2010,18.75,7
New Horizons in Multicore Software Engineering,,2010,16.6666666666667,6
The 6th International Workshop on Software Engineering for Secure Systems (SESS'10),,2010,0.0,7
Fifth International Workshop on Sharing and Reusing Architectural Knowledge (SHARK 2010),,2010,16.6666666666667,7
First International Workshop on Product Line Approaches in Software Engineering (PLEASE 2010),,2010,0.0,9
Fifth Workshop on Software Engineering for Adaptive and Self-Managing Systems (SEAMS 2010),,2010,0.0,13
Second International Workshop on Software Research and Climate Change,,2010,0.0,7
First International Workshop on <u>Qu</u>antitative St<u>o</u>chastic Models in the <u>V</u>erific<u>a</u>tion and <u>D</u>es<u>i</u>gn of <u>S</u>oftware Systems (QUOVADIS 2010),,2010,11.1111111111111,7
RSSE 2010: Second International Workshop on Recommendation Systems for Software Engineering,,2010,0.0,8
Web2SE: First Workshop on Web 2.0 for Software Engineering,,2010,0.0,8
1st International Workshop on Replication in Empirical Software Engineering Research (RESER),,2010,0.0,8
Software Development Governance (SDG) Workshop,,2010,50.0,10
Fourth International Workshop on Software Clones (IWSC),,2010,0.0,8
2010 ICSE International Workshop on Advances and Applications of Problem Orientation (WAAPO-2010),,2010,0.0,8
"Analysing ""people"" problems in requirements engineering",,2010,25.0,6
"Software architecture: foundations, theory, and practice",,2010,0.0,6
Generative software development,,2010,0.0,8
Cloud service engineering,,2010,0.0,8
Bayesian methods for data analysis in software engineering,,2010,0.0,6
Cost effectiveness analysis in software engineering,,2010,0.0,5
Coaching agile software projects: tutorial proposal - ICSE 2010,,2010,0.0,6
Parameterized unit testing: theory and practice,,2010,9.09090909090909,7
"The ""physics"" of notations: a scientific approach to designing visual notations in software engineering",,2010,0.0,5
Engineering safety- and security-related requirements for software-intensive systems: tutorial summary,,2010,0.0,5
Using ethnographic methods in software engineering research,,2010,7.69230769230769,7
Design science methodology: principles and practice,,2010,11.1111111111111,5
Combinatorial test design in practice,,2010,40.0,6
Software architecture and agile software development: a clash of two cultures?,,2010,14.2857142857143,5
Code clone detection in practice,,2010,0.0,7
New processes for new horizons: the incremental commitment model,,2010,0.0,6
Mining software engineering data,,2010,8.33333333333333,6
QED: a proof system based on reduction and abstraction for the static verification of concurrent software,,2010,7.69230769230769,5
Software engineering abstractions for the multi-touch revolution,11,2010,12.5,5
Predicting build outcome with developer interaction in Jazz,,2010,14.2857142857143,5
Improved social trustability of code search results,,2010,0.0,5
Test-driven roles for pair programming,,2010,40.0,5
Providing support for creating next generation software architecture languages,,2010,0.0,5
STORM: static unit checking of concurrent programs,,2010,0.0,5
Making program refactoring safer,,2010,16.6666666666667,5
Staying aware of relevant feeds in context,,2010,22.2222222222222,5
Developing and evaluating the code bubbles metaphor,,2010,20.0,5
Summarizing software concerns,,2010,16.6666666666667,5
Commit 2.0: enriching commit comments with visualization,,2010,50.0,5
Helios: impact analysis for event-based components and systems,,2010,50.0,5
Predicting build failures using social network analysis on developer communication,204,2009,7.14285714285714,4
How tagging helps bridge the gap between social and technical aspects in software development,81,2009,14.7058823529412,2
Tesseract: Interactive visual exploration of socio-technical relationships in software development,177,2009,17.2413793103448,4
HOLMES: Effective statistical debugging via efficient path profiling,272,2009,10.0,5
Taming coincidental correctness: Coverage refinement with context patterns to improve fault localization,143,2009,8.82352941176471,4
Lightweight fault-localization using multiple coverage types,284,2009,12.5,4
Succession: Measuring transfer of code and developer productivity,56,2009,0.0,1
Predicting faults using the complexity of code changes,485,2009,2.77777777777778,1
A case-study on using an Automated In-process Software Engineering Measurement and Analysis system in an industrial environment,58,2009,3.44827586206897,3
Using quantitative analysis to implement autonomic IT systems,108,2009,6.66666666666667,2
Model evolution by run-time parameter adaptation,276,2009,16.6666666666667,4
Taming Dynamically Adaptive Systems using models and aspects,258,2009,2.94117647058824,4
Accurate Interprocedural Null-Dereference Analysis for Java,77,2009,12.5,2
The road not taken: Estimating path execution frequency statically,47,2009,9.375,2
Automatic dimension inference and checking for object-oriented programs,16,2009,5.0,2
In-field healing of integration problems with COTS components,33,2009,3.33333333333333,3
Modular string-sensitive permission analysis with demand-driven precision,37,2009,7.40740740740741,5
License integration patterns: Addressing license mismatches in component-based development,113,2009,47.0588235294118,2
Automatic creation of SQL Injection and cross-site scripting attacks,395,2009,9.375,4
Invariant-based automatic testing of AJAX user interfaces,243,2009,3.84615384615385,2
"FEATUREHOUSE: Language-independent, automated software composition",258,2009,12.5,3
Automatically capturing source code context of NL-queries for software maintenance and reuse,189,2009,11.7647058823529,3
Semantics-based code search,270,2009,25.0,1
Reasoning about edits to feature models,355,2009,5.12820512820513,3
Learning operational requirements from goal models,88,2009,23.8095238095238,4
Complete and accurate clone detection in graph-based models,142,2009,3.44827586206897,5
"How we refactor, and how we know it",,2009,10.0,3
The secret life of bugs: Going past the errors and omissions in software repositories,224,2009,4.76190476190476,2
Discovering and representing systematic code changes,172,2009,15.1515151515152,2
Improving API documentation usability with knowledge pushing,104,2009,38.4615384615385,2
Listening to programmers Taxonomies and characteristics of comments in operating system code,47,2009,27.027027027027,3
Equality and hashing for (almost) free: Generating implementations from abstraction functions,17,2009,5.55555555555556,6
Locating need-to-translate constant strings for software internationalization,18,2009,6.66666666666667,5
Automatically finding patches using genetic programming,575,2009,13.7931034482759,4
FlexSync: An aspect-oriented approach to Java synchronization,22,2009,18.1818181818182,1
Effective static deadlock detection,175,2009,9.52380952380952,4
Refactoring sequential Java code for concurrency via concurrent libraries,145,2009,6.66666666666667,3
Maintaining and evolving GUI-directed test scripts,171,2009,19.047619047619,3
MINTS: A general framework and tool for supporting test-suite minimization,99,2009,15.7894736842105,2
Synthesizing intensional behavior models by graph transformation,100,2009,13.6363636363636,3
Analyzing critical process models through behavior model synthesis,40,2009,0.0,4
Validation of contracts using enabledness preserving finite state abstractions,22,2009,4.54545454545455,4
WISE: Automated test generation for worst-case complexity,102,2009,6.66666666666667,3
Taint-based directed whitebox fuzzing,263,2009,26.0869565217391,3
Do code clones matter?,419,2009,8.82352941176471,4
Mining exception-handling rules as sequence association rules,111,2009,13.6363636363636,2
Safe-commit analysis to facilitate team software development,57,2009,16.0,4
Does distributed development affect software quality? An empirical case study of Windows Vista,260,2009,12.5,5
The impact of process choice in high maturity environments: An empirical analysis,29,2009,3.7037037037037,2
How to avoid drastic software process change (using stochastic stability),28,2009,10.5263157894737,4
UEMan: A tool to manage user evaluation in development environments,,2009,50.0,3
TranStrL: An automatic need-to-translate string locator for software internationalization,,2009,0.0,5
SmartTutor: Creating IDE-based interactive tutorials via editable replay,,2009,37.5,4
A toolset for automated failure analysis,,2009,0.0,3
JUnitMX - A change-aware unit testing tool,,2009,9.09090909090909,3
CocoViz with ambient audio software exploration,,2009,25.0,2
ConcernLines: A timeline view of co-occurring concerns,,2009,15.7894736842105,2
Alitheia Core: An extensible software quality monitoring platform,,2009,11.1111111111111,2
VIDA: Visual interactive debugging,,2009,9.09090909090909,5
Feedback-driven requirements engineering: The Heuristic Requirements Assistant,,2009,17.6470588235294,3
Ævol: A tool for defining and planning architecture evolution,,2009,11.1111111111111,2
Ldiff: An enhanced line differencing tool,,2009,20.0,3
SemDiff: Analysis and recommendation support for API evolution,,2009,18.1818181818182,2
CloneDetective - A workbench for clone detection research,125,2009,0.0,3
"Save-IDE - A tool for design, analysis and implementation of component-based embedded systems",,2009,22.2222222222222,6
FeatureIDE: A tool framework for feature-oriented software development,218,2009,23.5294117647059,7
Synthesis of timed behavior from scenarios in the Fujaba Real-Time Tool Suite,,2009,5.0,10
ContextServ: A platform for rapid and flexible development of context-aware Web services,,2009,11.1111111111111,6
ReMan: A pro-active reputation management infrastructure for composite Web services,,2009,11.7647058823529,4
ITACA: An integrated toolbox for the automatic composition and adaptation of Web services,,2009,11.1111111111111,7
"Michael Freed , Daniel Bryce , Jiaying Shen , Ciaran O'Reilly, Interactive bootstrapped learning for end-user programming, Proceedings of the 7th AAAI Conference on Artificial Intelligence and Smarter Living: The Conquest of Complexity, p.27-32, January 01, 2011",,2010,20.0,4
"Andrei Arusoaie , Dorel Lucanu , Vlad Rusu, Symbolic execution based on language transformation, Computer Languages, Systems and Structures, v.44 n.PA, p.48-71, December 2015",,2010,23.0769230769231,3
Analyzing security architectures,25,2010,20.0,5
VikiBuilder: end-user specification and generation of visual wikis,4,2010,12.5,6
Software design sketching with calico,55,2010,13.7931034482759,8
Automatically documenting program changes,114,2010,13.5135135135135,5
Towards automatically generating summary comments for Java methods,257,2010,6.45161290322581,8
Automatic detection of nocuous coordination ambiguities in natural language requirements,50,2010,16.0,7
Flexible and scalable consistency checking on product line variability models,57,2010,8.82352941176471,8
Variability modeling in the real: a perspective from the operating systems domain,155,2010,41.6666666666667,8
RESISTing reliability degradation through proactive reconfiguration,31,2010,12.9032258064516,7
Automatic construction of an effective training set for prioritizing static analysis warnings,,2010,23.3333333333333,9
An automated approach for finding variable-constant pairing bugs,6,2010,10.7142857142857,5
Deviance from perfection is a better criterion than closeness to evil when identifying risky code,70,2010,11.1111111111111,6
"Seamlessly integrated, but loosely coupled: building user interfaces from heterogeneous components",,2010,0.0,4
Tool support for quality-driven development of software architectures,,2010,8.33333333333333,6
MiTV: multiple-implementation testing of user-input validators for web applications,,2010,25.0,8
Model comparison with GenericDiff,,2010,6.66666666666667,4
Eliminating products to test in a software product line,,2010,7.14285714285714,6
A visual interactive debugger based on symbolic execution,,2010,50.0,7
Model-driven reverse engineering of legacy graphical user interfaces,,2010,8.33333333333333,6
A two-step technique for extract class refactoring,49,2010,15.0,7
Detecting user-visible failures in AJAX web applications by analyzing users' interaction behaviors,,2010,0.0,6
Architectural style as an independent variable,,2010,30.0,6
Text mining in supporting software systems risk assurance,,2010,33.3333333333333,8
JCCD: a flexible and extensible API for implementing custom code clone detectors,,2010,16.6666666666667,5
PeerUnit: a framework for testing peer-to-peer systems,,2010,0.0,7
Reconfigurable run-time support for distributed service component architectures,,2010,0.0,8
MoDisco: a generic and extensible framework for model driven reverse engineering,,2010,66.6666666666667,7
Tool support for continuous maintenance of state machine models in program code,,2010,0.0,6
Reac2o: a runtime for enterprise system models,,2010,33.3333333333333,6
Symbolic PathFinder: symbolic execution of Java bytecode,224,2010,11.1111111111111,5
Enumeration refactoring: a tool for automatically converting Java constants to enumerated types,,2010,41.6666666666667,5
Verification-driven slicing of UML/OCL models,55,2010,16.6666666666667,7
Automated support for repairing input-model faults,13,2010,20.0,7
Security-driven model-based dynamic adaptation,42,2010,4.76190476190476,9
JRF-E: using model checking to give advice on eliminating memory model-related bugs,,2010,21.7391304347826,6
A bounded statistical approach for model checking of unbounded until properties,20,2010,10.0,8
Eliminating navigation errors in web applications via model checking and runtime enforcement of navigation state machines,53,2010,0.0,7
Towards mining replacement queries for hard-to-retrieve traces,68,2010,5.26315789473684,6
Tool support for essential use cases to better capture software requirements,33,2010,23.0769230769231,6
Timesheet assistant: mining and reporting developer effort,,2010,18.75,8
An experience report on scaling tools for mining software repositories using MapReduce,29,2010,12.9032258064516,6
iMashup: assisting end-user programming for the service-oriented web,,2010,28.5714285714286,8
MODA: automated test generation for database applications via mock objects,,2010,0.0,6
Random unit-test generation with MUT-aware sequence recommendation,,2010,33.3333333333333,7
End-user oriented critic specification for domain-specific visual language tools,,2010,15.3846153846154,7
Checking roundoff errors using counterexample-guided narrowing,,2010,11.1111111111111,5
Realizing architecture frameworks through megamodelling techniques,,2010,15.3846153846154,7
Recovering inter-project dependencies in software ecosystems,,2010,14.2857142857143,6
Automated program repair through the evolution of assembly code,,2010,36.3636363636364,6
Integrating model verification and self-adaptation,,2010,4.34782608695652,6
When to use data from other projects for effort estimation,,2010,11.1111111111111,8
Kadre: domain-specific architectural recovery for scientific software systems,,2010,19.047619047619,7
Automated SQL query generation for systematic testing of database engines,,2010,21.4285714285714,5
Tag and prune: a pragmatic approach to software product line implementation,,2010,22.7272727272727,8
"Reducing estimation uncertainty with continuous assessment: tracking the ""cone of uncertainty""",,2010,8.33333333333333,6
Using transitive changesets to support feature location,,2010,10.0,6
RuMoR: monitoring and recovery for BPEL applications,,2010,0.0,5
"Model/analyzer: a tool for detecting, visualizing and fixing design errors in UML",,2010,16.6666666666667,5
CoGenTe: a tool for code generator testing,,2010,42.8571428571429,7
Impendulo: debugging the programmer,,2010,0.0,5
SpecDiff: debugging formal specifications,,2010,22.2222222222222,7
Deriving behavior of multi-user processes from interactive requirements validation,4,2010,0.0,6
Tool support for code generation from a UMLsec property,,2010,50.0,9
PlayGo: towards a comprehensive tool for scenario based programming,,2010,16.6666666666667,7
REMES tool-chain: a set of integrated tools for behavioral modeling and analysis of embedded systems,,2010,16.6666666666667,7
C2O: a tool for guided decision-making,16,2010,0.0,5
Search-carrying code,5,2010,8.0,5
Solving string constraints lazily,55,2010,20.5882352941176,5
Scenario-based and value-based specification mining: better together,,2010,24.3243243243243,5
Test generation to expose changes in evolving programs,54,2010,6.25,6
How did you specify your test suite,32,2010,10.3448275862069,7
Dynamic and transparent analysis of commodity production systems,54,2010,5.88235294117647,7
Apt-pbo: solving the software dependency problem using pseudo-boolean optimization,28,2010,23.3333333333333,6
A sentence-matching method for automatic license identification of source code files,81,2010,10.0,6
Detection of recurring software vulnerabilities,45,2010,13.7931034482759,7
Matching dependence-related queries in the system dependence graph,44,2010,10.0,9
PLASMA: a plan-based layered architecture for software model-driven adaptation,86,2010,4.34782608695652,7
A program differencing algorithm for verilog HDL,18,2010,18.5185185185185,6
Error-avoiding adaptors for black-box software components,,2010,14.2857142857143,4
Automated model grouping,,2010,15.7894736842105,5
Automatic inference of abstract type behavior,,2010,4.76190476190476,4
Extraction and visualization of traceability relationships between documents and source code,,2010,25.9259259259259,4
Model checking graph representation of precise boolean inter-procedural flow analysis,,2010,10.0,4
The influence of multiple artifacts on the effectiveness of software testing,,2010,3.33333333333333,4
Automated web application testing using search based software engineering,101,2011,12.9032258064516,2
Auto-locating and fix-propagating for HTML validation errors to PHP server-side code,37,2011,33.3333333333333,4
Scaling up automated test generation: Automatically generating maintainable regression unit tests for programs,46,2011,6.45161290322581,5
Heap cloning: Enabling dynamic symbolic execution of java programs,9,2011,12.0,2
Automatic generation of load tests,78,2011,23.5294117647059,3
Symbolic search-based testing,88,2011,16.6666666666667,7
Automated documentation inference to explain failed tests,52,2011,10.0,3
Generating program inputs for database application testing,49,2011,14.2857142857143,3
Prioritizing tests for fault localization through ambiguity group reduction,56,2011,8.69565217391304,4
Identifying future field accesses in exhaustive state space traversal,15,2011,16.0,2
Model checking distributed systems by combining caching and process checkpointing,12,2011,30.4347826086957,5
Supporting domain-specific state space reductions through local partial-order reduction,20,2011,13.0434782608696,4
Scalable and precise symbolic analysis for atomicity violations,13,2011,18.5185185185185,1
"DC2: A framework for scalable, scope-bounded software verification",22,2011,14.8148148148148,8
Formalizing hardware/software interface specifications,11,2011,30.4347826086957,5
Safe asynchronous multicore memory operations,2,2011,11.5384615384615,4
A rule-based approach to the semantic lifting of model differences in the context of model versioning,87,2011,12.5,3
A model-driven framework for guided design space exploration,,2011,18.1818181818182,4
Automated extraction of architecture-level performance models of distributed component-based systems,79,2011,5.88235294117647,3
Precomputing possible configuration error diagnoses,73,2011,16.1290322580645,2
An optimal strategy for algorithmic debugging,5,2011,27.7777777777778,2
Localizing SQL faults in database applications,29,2011,15.0,5
Improving automated documentation to code traceability by combining retrieval techniques,46,2011,18.75,2
Iterative mining of resource-releasing specifications,23,2011,22.7272727272727,5
Flexible design pattern detection based on feature types,35,2011,16.6666666666667,2
Towards more accurate retrieval of duplicate bug reports,204,2011,13.6363636363636,4
A topic-based approach for narrowing the search space of buggy files from a bug report,131,2011,37.5,5
Specifying and detecting meaningful changes in programs,16,2011,15.625,3
Self-adaptive software meets control theory: A preliminary approach supporting reliability requirements,80,2011,13.4615384615385,4
Generalizing evolutionary coupling with stochastic dependencies,12,2011,4.0,2
"Differential precondition checking: A lightweight, reusable analysis for refactoring tools",30,2011,40.0,2
A performance comparison of contemporary algorithmic approaches for automated analysis operations on feature models,42,2011,17.2413793103448,3
Finding relevant answers in software forums,74,2011,26.6666666666667,3
Software process evaluation: A machine learning approach,17,2011,6.45161290322581,3
Local vs. global models for effort estimation and defect prediction,124,2011,2.7027027027027,5
Capacity planning for event-based systems using automated performance predictions,12,2011,9.375,3
Ecological inference in empirical software engineering,84,2011,27.5,3
Detection of feature interactions using feature-aware verification,,2011,6.66666666666667,5
Querying source code with natural language,,2011,18.1818181818182,3
Coverage rewarded: Test input generation via adaptation-based programming,,2011,22.2222222222222,1
Mendel: Source code recommendation based on a genetic metaphor,,2011,18.1818181818182,3
Optimizing the automatic test generation by SAT and SMT solving for Boolean expressions,,2011,21.4285714285714,3
Code-based automated program fixing,,2011,28.5714285714286,5
Taming changes With 1.x-Way architecture-implementation mapping,,2011,25.0,2
Evaluating test selection strategies for end-user specified flow-based applications,,2011,0.0,2
Towards dynamic backward slicing of model transformations,,2011,11.1111111111111,3
Mining test oracles of web search engines,,2011,16.6666666666667,5
AutoODC: Automated generation of Orthogonal Defect Classifications,,2011,50.0,6
Observations on the connectedness between requirements-to-code traces and calling relationships for trace validation,,2011,14.2857142857143,2
Proximity based weighting of test cases to improve spectrum based fault localization,,2011,11.1111111111111,2
Slicing feature models,,2011,9.52380952380952,4
Using model checking to analyze static properties of declarative models,,2011,23.5294117647059,2
Finding the merits and drawbacks of software resources from comments,,2011,18.1818181818182,5
Combining search-based and constraint-based testing,70,2011,5.26315789473684,2
Stateful testing: Finding more errors in code and contracts,,2011,20.0,8
Do software engineers benefit from source code navigation with traceability? -- An experiment in software change management,,2011,0.0,2
Automating analysis of qualitative preferences in goal-oriented requirements engineering,,2011,14.2857142857143,3
History slicing,30,2011,18.75,2
Analyzing temporal API usage patterns,29,2011,6.66666666666667,3
Isomorphism in model tools and editors,,2011,14.2857142857143,3
A case for alloy annotations for efficient incremental analysis via domain specific solvers,,2011,31.5789473684211,3
Exploring caching for efficient collection operations,,2011,16.6666666666667,4
Tracing requirements to tests with high precision and recall,,2011,25.0,2
Extracting structured data from natural language documents with island parsing,,2011,14.2857142857143,4
GRoundTram: An integrated framework for developing well-behaved bidirectional model transformations,,2011,10.5263157894737,5
Run-time systems failure prediction via proactive monitoring,,2011,13.3333333333333,4
Towards an approach and framework for test-execution plan derivation,,2011,12.5,2
Statistical debugging with elastic predicates,,2011,11.7647058823529,3
Diagnosis of software failures using computational geometry,,2011,0.0,5
GitBAC: Flexible access control for non-modular concerns,,2011,22.2222222222222,3
Client-side web application slicing,,2011,0.0,3
Supporting activity based computing paradigm in global software development,,2011,10.7142857142857,2
Inferred dependence coverage to support fault contextualization,,2011,11.7647058823529,2
Using model-based assurance to strengthen diagnostic procedures,,2011,11.1111111111111,3
Fault-localization using dynamic slicing and change impact analysis,,2011,0.0,4
Improving source code search with natural language phrasal representations of method signatures,,2011,25.0,3
Deviation management during process execution,,2011,10.0,3
PRECIS: Inferring invariants using program path guided clustering,,2011,18.1818181818182,4
Automated planning for feature model configuration based on stakeholders' business concerns,63,2011,0.0,5
An adaptive approach to impact analysis from change requests to source code,,2011,18.5185185185185,4
Domain and value checking of web application invocation arguments,,2011,40.0,1
Mixed constraints for test input generation - An initial exploration,,2011,23.5294117647059,3
Enhancing architectural recovery using concerns,,2011,22.7272727272727,5
Search-based fault localization,,2011,4.76190476190476,5
Towards requirements aware systems: Run-time resolution of design-time assumptions,,2011,0.0,3
Generating essential user interface prototypes to validate requirements,,2011,9.09090909090909,2
Automatically exploring how uncertainty impacts behavior of dynamically adaptive systems,,2011,0.0,4
iDiff: Interaction-based program differencing tool,,2011,15.0,4
CloneDifferentiator: Analyzing clones by differentiation,,2011,14.2857142857143,3
Implementing efficient model validation in EMF tools,,2011,33.3333333333333,6
JPF-AWT: Model checking GUI applications,,2011,0.0,3
The CORE system: Animation and functional correctness of pointer programs,,2011,22.2222222222222,3
APIExample: An effective web search based usage example recommendation system for java APIs,,2011,25.0,6
BEST: A symbolic testing tool for predicting multi-threaded program failures,,2011,34.7826086956522,5
"Decomposing feature models: language, environment, and applications",,2011,4.76190476190476,4
SAUML: A tool for symbolic analysis of UML-RT models,,2011,18.75,2
TestEra: A tool for testing Java programs using alloy specifications,,2011,0.0,5
MAJOR: An efficient and extensible tool for mutation analysis in a Java compiler,,2011,10.0,3
jCT: A Java Code Tomograph,,2011,0.0,3
Generating realistic test models for model processing tools,,2011,40.0,3
Guided test visualization: Making sense of errors in concurrent programs,,2011,0.0,3
The Capture Calculus Toolset,,2011,11.1111111111111,1
A model checking framework for hierarchical systems,,2011,18.1818181818182,4
Automatically detecting the quality of the query and its implications in IR-based concept location,,2011,6.25,1
Using Formal Concept Analysis to support change analysis,,2011,6.25,2
A framework for managing uncertainty in self-adaptive software systems,,2011,7.14285714285714,1
Toward consistency checking of natural language temporal requirements,,2011,0.0,1
Analyzing temporal properties of abstract models,1,2011,16.0,1
Improving spectrum-based fault localization using proximity-based weighting of test cases,,2011,11.1111111111111,1
Automatic assessment of software documentation quality,,2011,8.82352941176471,1
The GISMOE challenge: constructing the pareto program surface using genetic programming to find better programs (keynote paper),,2012,9.27835051546392,9
Re-founding software engineering – SEMAT at the age of three (keynote abstract),,2012,13.3333333333333,7
Practical isolation of failure-inducing changes for debugging regression faults,22,2012,17.2413793103448,7
Diversity maximization speedup for fault localization,27,2012,6.25,7
Improving the effectiveness of spectra-based fault localization using specifications,40,2012,3.33333333333333,6
To what extent could we detect field defects? an empirical study of false negatives in static bug finding tools,28,2012,13.0434782608696,9
Diagnosys: automatic generation of a debugging interface to the Linux kernel,13,2012,13.3333333333333,7
