title|citation|isCS
On the satisfiability of dependency constraints in entity-relationship schemata|Maurizio Lenzerini , Paolo Nobili, On the satisfiability of dependency constraints in entity-relationship schemata, Information Systems, v.15 n.4, p.453-461, 1990  [doi>10.1016/0306-4379(90)90048-T]|1
A statistical response-time analysis of real-time embedded systems|"Y. Lu, T. Nolte, I. Bate, L. Cucu-Grosjean, ""A statistical response-time analysis of real-time embedded systems"", Proc. IEEE 33rd Real-Time Syst. Symp., pp. 351-362, 2012."|1
A structured experiment of test-driven development|"B. George and L. Williams, ""A structured experiment of test-driven development,"" Inf. Softw. Technol., vol. 46, no. 5 SPEC. ISS., pp. 337--342, Apr. 2004."|1
Linguistic regularities in continuous space word representations|T. Mikolov, W.-T. Yih, and G. Zweig. Linguistic regularities in continuous space word representations. In Proc. NAACL-HLT-2013, 2013.|0
"VIBeS: Variability Intensive Behavioural teSting,"" jan 2015"|"""VIBeS: Variability Intensive Behavioural teSting,"" jan 2015. {Online}. Available: https://projects.info.unamur.be/vibes/"|1
Interaction-based test-suite minimization|D. Blue, I. Segall, R. Tzoref-Brill, and A. Zlotnick. Interaction-based test-suite minimization. In Proceedings of the 2013 International Conference on Software Engineering, ICSE ’13, 2013.|1
Rational software modeler|IBM. 2008. Rational software modeler. http://www.ibm.com.|1
StackOverflow and GitHub: Associations between Software Development and Crowdsourced Knowledge|Bogdan Vasilescu , Vladimir Filkov , Alexander Serebrenik, StackOverflow and GitHub: Associations between Software Development and Crowdsourced Knowledge, Proceedings of the 2013 International Conference on Social Computing, p.188-195, September 08-14, 2013  [doi>10.1109/SocialCom.2013.35]|1
Theoretical and Empirical Analysis of Relieff and RRelieff|"M. Robnik- ikonja, I. Kononenko, ""Theoretical and Empirical Analysis of Relieff and RRelieff"", Machine Learning, vol. 53, no. 1, pp. 23-69, 2003."|1
A fuzzy variant of kmember clustering for collaborative filtering with data anonymization|K. Honda, A. Kawano, A. Notsu, et al. A fuzzy variant of kmember clustering for collaborative filtering with data anonymization. In IEEE International Conference on Fuzzy Systems (FUZZ), pages 1-6, 2012.|1
"Automated control of multiple virtualized resources"", Proc"|"P. Padala et al., ""Automated control of multiple virtualized resources"", Proc. 4th ACM Eur. Conf. Comput. Syst., pp. 13-26, 2009."|1
Every Byte Counts: Selective Prefetching for Mobile Applications|Paul Baumann , Silvia Santini, Every Byte Counts: Selective Prefetching for Mobile Applications, Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies, v.1 n.2, p.1-29, June 2017  [doi>10.1145/3090052]|1
Achieving extensibility through product lines and domain-specific languages: A case study|"D. Batory, C. Johnson, B. MacDonald, D. Von Heeder, ""Achieving extensibility through product lines and domain-specific languages: A case study"", ACM Trans. Software Eng. Methodology, vol. 11, no. 2, pp. 191-214, 2002."|1
"Guide for Hadoop core committers"", 2016, [online] Available: https://wiki.apache.org/hadoop/HowToCommit"|"""Guide for Hadoop core committers"", 2016, [online] Available: https://wiki.apache.org/hadoop/HowToCommit."|1
Vikram Adve, Macroscopic data structure analysis and optimization|Christopher Arthur Lattner , Vikram Adve, Macroscopic data structure analysis and optimization, University of Illinois at Urbana-Champaign, Champaign, IL, 2005|1
Practical dynamic software updating for|Iulian Neamtiu , Michael Hicks , Gareth Stoyle , Manuel Oriol, Practical dynamic software updating for C, ACM SIGPLAN Notices, v.41 n.6, June 2006  [doi>10.1145/1133255.1133991]|1
SMT-Based Bounded Model Checking For Embedded ANSI-C Software|SMT-Based Bounded Model Checking For Embedded ANSI-C Software. IEEE Transactions on Software Engineering 38, 4 (2012), 957–974.|1
Combinatorial group testing methods for the BIST diagnosis problem|Andrew B. Kahng , Sherief Reda, Combinatorial group testing methods for the BIST diagnosis problem, Proceedings of the 2004 Asia and South Pacific Design Automation Conference, January 27-30, 2004, Yokohama, Japan|1
zsu, QAGen: generating query-aware test databases|Carsten Binnig , Donald Kossmann , Eric Lo , M. Tamer Özsu, QAGen: generating query-aware test databases, Proceedings of the 2007 ACM SIGMOD international conference on Management of data, June 11-14, 2007, Beijing, China  [doi>10.1145/1247480.1247520]|1
Xudong He, A Theory of Behaviour Observation in Software Testing|Hong Zhu , Xudong He, A Theory of Behaviour Observation in Software Testing, Oxford Brookes University, 1999|1
Combining empirical results in software engineering|L. M. Pickard, B. A. Kitchenham, and P. W. Jones. 1998. Combining empirical results in software engineering. Information and Software Technology 40, 14 (1998), 811--821.|1
Shumo Chu , Paraschos Koutris , Dominik Moritz , Jennifer Ortiz , Vaspol Ruamviboonsuk , Jingjing Wang , Andrew Whitaker , Shengliang Xu , Magdalena Balazinska , Bill Howe , Dan Suciu, Demonstration of the Myria big data management service|Daniel Halperin , Victor Teixeira de Almeida , Lee Lee Choo , Shumo Chu , Paraschos Koutris , Dominik Moritz , Jennifer Ortiz , Vaspol Ruamviboonsuk , Jingjing Wang , Andrew Whitaker , Shengliang Xu , Magdalena Balazinska , Bill Howe , Dan Suciu, Demonstration of the Myria big data management service, Proceedings of the 2014 ACM SIGMOD International Conference on Management of Data, June 22-27, 2014, Snowbird, Utah, USA  [doi>10.1145/2588555.2594530]|1
A Gentle Introduction to the Art of Object-Oriented Programming|Joseph Bergin , Jim Roberts , Richard Pattis , Mark Stehlik, Karel++: A Gentle Introduction to the Art of Object-Oriented Programming, John Wiley & Sons, Inc., New York, NY, 1996|1
Modular Model Checking of Software|K. Laster and O. Grumberg. 1998. Modular Model Checking of Software. In Proc. TACAS (LNCS 1384). Springer, 20–35.  [doi>10.1007/BFb0054162]|1
A Study on Exception Detection and Handling Using Aspect-Oriented Programming|"M. Lippert, C.V. Lopes, ""A Study on Exception Detection and Handling Using Aspect-Oriented Programming"", Proc. 22nd Int'l Conf. Software Eng., pp. 418-427, 2000."|1
Towards automated verification of autonomous networks: A case study in self-configuration|"J. Song, T. Ma, P. Pietzuch, ""Towards automated verification of autonomous networks: A case study in self-configuration"", pp. 582-587, Apr. 2010."|1
Jianhong Fang , Jianjun Zhao, EFindBugs: Effective Error Ranking for FindBugs|Haihao Shen , Jianhong Fang , Jianjun Zhao, EFindBugs: Effective Error Ranking for FindBugs, Proceedings of the 2011 Fourth IEEE International Conference on Software Testing, Verification and Validation, p.299-308, March 21-25, 2011  [doi>10.1109/ICST.2011.51]|1
A New Measure of Rank Correlation|Maurice G Kendall. 1938. A New Measure of Rank Correlation. Biometrika 30, 1/2 (1938), 81--93.|1
A Theory of Individual Differences in Task and Contextual Performance|Stephan J. Motowidlo, Walter C. Borman, and Mark J. Schmit. 1997. A Theory of Individual Differences in Task and Contextual Performance. Human Performance 10, 2 (1997), 71–83.|1
Fuzzy set-based automatic bug triaging: NIER track|Ahmed Tamrawi, Tung Thanh Nguyen, Jafar Al-Kofahi, and Tien N Nguyen. 2011. Fuzzy set-based automatic bug triaging: NIER track. In Software Engineering (ICSE), 2011 33rd International Conference on. IEEE, 884–887.|1
JSON for Modern C  . Retrieved from https://github.com/nlohmann/json. Accessed|Niels Lohmann. 2017. JSON for Modern C++. Retrieved from https://github.com/nlohmann/json. Accessed: 11-13-2017.|1
Where's the Theory for Software Engineering|Pontus Johnson , Mathias Ekstedt , Ivar Jacobson, Where's the Theory for Software Engineering?, IEEE Software, v.29 n.5, p.96-96, September 2012  [doi>10.1109/MS.2012.127]|1
Models@run.time to support dynamic adaptation|"B. Morin, O. Barais, J. Jezequel, F. Fleurey, A. Solberg, ""Models@run.time to support dynamic adaptation"", IEEE Comput., vol. 42, no. 10, pp. 44-51, Oct. 2009."|1
Understanding the impact of code and process metrics on post-release defects: A case study on the eclipse project|"E. Shihab, Z. M. Jiang, W. M. Ibrahim, B. Adams, A. E. Hassan, ""Understanding the impact of code and process metrics on post-release defects: A case study on the eclipse project"", Proc. Int. Symp. Empirical Softw. Eng. Meas., pp. 29-39, Sep. 2010."|1
"A conceptual framework for teamwork measurement,"" Team performance assessment and measurement"|"Dickinson, Terry L., and Robert M. McIntyre. ""A conceptual framework for teamwork measurement,"" Team performance assessment and measurement, 1997, pp. 19--43."|0
Checking sequences for distributed test architectures|R. M. Hierons and H. Ural. 2008a. Checking sequences for distributed test architectures. Distrib. Comput. 21, 3, 223--238.|1
Interactive Systems: Bridging the Gaps Between Developers and Users|Jonathan Grudin, Interactive Systems: Bridging the Gaps Between Developers and Users, Computer, v.24 n.4, p.59-69, April 1991  [doi>10.1109/2.76263]|1
Known unknowns: testing in the presence of uncertainty|Sebastian Elbaum , David S. Rosenblum, Known unknowns: testing in the presence of uncertainty, Proceedings of the 22nd ACM SIGSOFT International Symposium on Foundations of Software Engineering, November 16-21, 2014, Hong Kong, China  [doi>10.1145/2635868.2666608]|1
Build Environment Overview. Retrieved July 17|Travis CI. 2018. Build Environment Overview. Retrieved July 17, 2018 from https://docs.travis-ci.com/user/reference/overview/|1
Changescribe: A tool for automatically generating commit messages|Mario Linares-Vásquez, Luis Fernando Cortés-Coy, Jairo Aponte, and Denys Poshyvanyk. 2015. Changescribe: A tool for automatically generating commit messages. In Software Engineering (ICSE), 2015 IEEE/ACM 37th IEEE International Conference on, Vol. 2. IEEE, 709–712.|1
End-user development success factors and their application to composite web development environments|Lizcano, D., Alonso, F., Soriano, J., and Lopez, G. 2011b. End-user development success factors and their application to composite web development environments. In Proceedings of the 6th International Conference on Systems, (ICONS'11), 99--108.|1
Identification of core-periphery structure in networks|X. Zhang, T. Martin, and M. E. J. Newman. Identification of core-periphery structure in networks. Physical Review E, 91, 2015.|1
"Nagios Log Server - Monitor and Manage Your Log Data,"" https://exchange.nagios.org/directory/Plugins/Log-Files, Last accessed"|"""Nagios Log Server - Monitor and Manage Your Log Data,"" https://exchange.nagios.org/directory/Plugins/Log-Files, Last accessed: 08/26/2016."|1
Alleviate the hypervolume degeneration problem of NSGA-II|Fei Peng , Ke Tang, Alleviate the hypervolume degeneration problem of NSGA-II, Proceedings of the 18th international conference on Neural Information Processing, November 13-17, 2011, Shanghai, China  [doi>10.1007/978-3-642-24958-7_50]|1
The Art of Computer Systems Performance Analysis|R. Jain. 2008. The Art of Computer Systems Performance Analysis. John Wiley & Sons.|1
Puzzle-based automatic testing: bringing humans into the loop by solving puzzles|Ning Chen , Sunghun Kim, Puzzle-based automatic testing: bringing humans into the loop by solving puzzles, Proceedings of the 27th IEEE/ACM International Conference on Automated Software Engineering, September 03-07, 2012, Essen, Germany  [doi>10.1145/2351676.2351697]|1
Automatic Android GUI Traversal with High Coverage|Peng Wang , Bin Liang , Wei You , Jingzhe Li , Wenchang Shi, Automatic Android GUI Traversal with High Coverage, Proceedings of the 2014 Fourth International Conference on Communication Systems and Network Technologies, p.1161-1166, April 07-09, 2014  [doi>10.1109/CSNT.2014.236]|1
Search-based refactoring using unfolding of graph transformation systems|F. Qayum and R. Heckel. Search-based refactoring using unfolding of graph transformation systems. Electronic Communications of the EASST, 38, 2011.|1
EScala: Modular event-driven object interactions in scala|"V. Gasiunas, L. Satabin, M. Mezini, A. Núñez, J. Noyé, ""EScala: Modular event-driven object interactions in scala"", Proc. Int. Conf. Aspect-Oriented Softw. Develop., pp. 227-240, 2011."|1
Crowd documentation: Exploring the coverage and the dynamics of API discussions on stack overflow|C. Parnin, C. Treude, L. Grammel, and M.-A. Storey. Crowd documentation: Exploring the coverage and the dynamics of API discussions on stack overflow. Technical Report GIT-CS-12-05, Georgia Institute of Technology, May 2012.|1
Towards effectively test report classification to assist crowdsourced testing|J. Wang, Q. Cui, Q. Wang, and S. Wang, “Towards effectively test report classification to assist crowdsourced testing,” in Proceedings of ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM 2016), 2016.|1
Multi-abstraction Concern Localization|Tien-Duy B. Le , Shaowei Wang , David Lo, Multi-abstraction Concern Localization, Proceedings of the 2013 IEEE International Conference on Software Maintenance, p.364-367, September 22-28, 2013  [doi>10.1109/ICSM.2013.48]|1
A multi-source TrAdaBoost approach for cross-company defect prediction|Xiao Yu, Jin Liu, Mandi Fu, Chuanxiang Ma, and Guoping Nie. 2016. A multi-source TrAdaBoost approach for cross-company defect prediction. In Proceedings of the 28th International Conference on Software Engineering and Knowledge Engineering (SEKE’16). 237--242.|1
Coherent clusters in source code|S. Islam, J. Krinke, D. Binkley, and M. Harman. Coherent clusters in source code. Journal of Systems and Software, 88:1–24, Feb. 2014.|1
Common Errors in Statistics (and How to Avoid Them), Third Edition and Introduction to Statistics Through Resampling Methods and Microsoft Office Excel Set|Phillip I. Good, Common Errors in Statistics (and How to Avoid Them), Third Edition and Introduction to Statistics Through Resampling Methods and Microsoft Office Excel Set, Wiley Publishing, 2009|0
Mutation analysis testing for finite state machines|SC Pinto Ferraz Fabbri, Márcio Eduardo Delamaro, José Carlos Maldonado, and Paulo Cesar Masiero. 1994. Mutation analysis testing for finite state machines. In Software Reliability Engineering, 1994. Proceedings., 5th International Symposium on. IEEE, 220–229.|1
Appprofiler: A flexible method of exposing privacy-related behavior in Android applications to end users|"S. Rosen, Z. Qian, Z. M. Mao, ""Appprofiler: A flexible method of exposing privacy-related behavior in Android applications to end users"", Feb. 18–20, 2013."|1
An execution profiler for modular programs|Susan L. Graham, Peter B. Kessler, and Marshall K. McKusick. 1983. An execution profiler for modular programs. Software: Practice and Experience 13, 8 (1983), 671–685.|1
Moles: tool-assisted environment isolation with closures, Proceedings of the 48th international conference on Objects, models, components, patterns, 28-July 02|Jonathan de Halleux , Nikolai Tillmann, Moles: tool-assisted environment isolation with closures, Proceedings of the 48th international conference on Objects, models, components, patterns, p.253-270, June 28-July 02, 2010, Málaga, Spain|1
Concurrent design patterns for resource sharing, Proceedings of the conference on TRI-Ada '97|Bo I. Sandén, Concurrent design patterns for resource sharing, Proceedings of the conference on TRI-Ada '97, p.173-183, November 09-13, 1997, St. Louis, Missouri, USA  [doi>10.1145/269629.269648]|1
Automatic test factoring for java|David Saff , Shay Artzi , Jeff H. Perkins , Michael D. Ernst, Automatic test factoring for java, Proceedings of the 20th IEEE/ACM international Conference on Automated software engineering, November 07-11, 2005, Long Beach, CA, USA  [doi>10.1145/1101908.1101927]|1
Training and analysing deep recurrent neural networks|M. Hermans and B. Schrauwen. Training and analysing deep recurrent neural networks. NIPS’13.|1
Ferdian Thung , Abhik Roychoudhury, Dynamic Inference of Change Contracts|Tien-Duy B. Le , Jooyong Yi , David Lo , Ferdian Thung , Abhik Roychoudhury, Dynamic Inference of Change Contracts, Proceedings of the 2014 IEEE International Conference on Software Maintenance and Evolution, p.451-455, September 29-October 03, 2014  [doi>10.1109/ICSME.2014.72]|1
Spmnet: A formal methodology for software management|"C. K. Chang, C. Chao, S.-Y. Hsieh, Y. Alsalqan, ""Spmnet: A formal methodology for software management"", Proc. 18th Annu. Int. Comput. Softw. Appl. Conf., pp. 9-11, Nov., 1994."|1
Programmer friendly refactoring tools|Emerson Murphy-Hill, Programmer friendly refactoring tools, Portland State University, Portland, OR, 2009|1
Statistical method from the viewpoint of quality control|W. A. Shewhart, Statistical method from the viewpoint of quality control. University of Michigan, 1939.|0
A Controlled Experiment to Assess the Benefits of Procedure Argument Type Checking|Lutz Prechelt , Walter F. Tichy, A Controlled Experiment to Assess the Benefits of Procedure Argument Type Checking, IEEE Transactions on Software Engineering, v.24 n.4, p.302-312, April 1998  [doi>10.1109/32.677186]|1
Probabilistic topic models. Handbook of latent semantic analysis|M. Steyvers and T. Griffiths. Probabilistic topic models. Handbook of latent semantic analysis, 427(7):424--440, 2007.|1
On the effectiveness of clone detection by string matching: Research Articles|Stéphane Ducasse , Oscar Nierstrasz , Matthias Rieger, On the effectiveness of clone detection by string matching: Research Articles, Journal of Software Maintenance and Evolution: Research and Practice, v.18 n.1, p.37-58, January 2006|1
Empirical Evaluation of the Statement Deletion Mutation Operator|Lin Deng , Jeff Offutt , Nan Li, Empirical Evaluation of the Statement Deletion Mutation Operator, Proceedings of the 2013 IEEE Sixth International Conference on Software Testing, Verification and Validation, p.84-93, March 18-20, 2013  [doi>10.1109/ICST.2013.20]|1
Representation and Visualization of Merge Conflicts with|Brosch, P.; Kargl, H.; Langer, P.; Seidl, M.; Wieland, K.; Wimmer, M.; Kappel, G.: Representation and Visualization of Merge Conflicts with UML Profiles; in: Proc. ME 2010; 2010|1
Reversible Debugging Using Program Instrumentation|Shyh-Kwei Chen , W. Kent Fuchs , Jen-Yao Chung, Reversible Debugging Using Program Instrumentation, IEEE Transactions on Software Engineering, v.27 n.8, p.715-727, August 2001  [doi>10.1109/32.940726]|1
A Semantic-Graph Differencing Tool for Studying Changes ASE ’18, September 3–7, in Large Code Bases|Shruti Raghavan, Rosanne Rohana, David Leon, Andy Podgurski, and Vinay Augustine. 2004. Dex: A Semantic-Graph Differencing Tool for Studying Changes ASE ’18, September 3–7, 2018, Montpellier, France K. Huang, B. Chen, X. Peng, D. Zhou, Y. Wang, Y. Liu and W. Zhao in Large Code Bases. In Proceedings of the 20th IEEE International Conference on Software Maintenance. 188–197.|1
A Conversation with Werner Vogels. Queue 4, 4, Article 14|Charlene O’Hanlon. 2006. A Conversation with Werner Vogels. Queue 4, 4, Article 14 (May 2006), 14:14–14:22 pages.|1
Jiaxing Zhang , Hucheng Zhou , Sean McDirmid , Chang Liu , Wei Lin , Jingren Zhou , Lidong Zhou, Spotting code optimizations in data-parallel pipelines through PeriSCOPE|Zhenyu Guo , Xuepeng Fan , Rishan Chen , Jiaxing Zhang , Hucheng Zhou , Sean McDirmid , Chang Liu , Wei Lin , Jingren Zhou , Lidong Zhou, Spotting code optimizations in data-parallel pipelines through PeriSCOPE, Proceedings of the 10th USENIX conference on Operating Systems Design and Implementation, October 08-10, 2012, Hollywood, CA, USA|1
Ayse Tosun Misirli , Hakan Erdogmus , Natalia Juristo , Oscar Dieste, Topic selection in industry experiments|Ayse Tosun Misirli , Hakan Erdogmus , Natalia Juristo , Oscar Dieste, Topic selection in industry experiments, Proceedings of the 2nd International Workshop on Conducting Empirical Studies in Industry, p.25-30, June 02-02, 2014, Hyderabad, India  [doi>10.1145/2593690.2593691]|1
Lingxiao Jiang , Aditya Budi, kbe-anonymity: test data anonymization for evolving programs|Lucia , David Lo , Lingxiao Jiang , Aditya Budi, kbe-anonymity: test data anonymization for evolving programs, Proceedings of the 27th IEEE/ACM International Conference on Automated Software Engineering, September 03-07, 2012, Essen, Germany  [doi>10.1145/2351676.2351718]|1
Sensing meets mobile social networks: the design, implementation and evaluation of the CenceMe application|Emiliano Miluzzo , Nicholas D. Lane , Kristóf Fodor , Ronald Peterson , Hong Lu , Mirco Musolesi , Shane B. Eisenman , Xiao Zheng , Andrew T. Campbell, Sensing meets mobile social networks: the design, implementation and evaluation of the CenceMe application, Proceedings of the 6th ACM conference on Embedded network sensor systems, November 05-07, 2008, Raleigh, NC, USA  [doi>10.1145/1460412.1460445]|1
Empirical studies of management information systems|R. L. van Horn. 1973. Empirical studies of management information systems. ACM SIGMIS Database: DATABASE Adv. Inf. Syst. 5 (1973), 172--182.|1
Transmission of Information: A Statistical Theory of Communication|R. M. Fano. Transmission of Information: A Statistical Theory of Communication. MIT Press, 1961.|1
Kademlia: A peer-to-peer information system based on the XOR metric|"P. Maymounkov, D. Mazières, ""Kademlia: A peer-to-peer information system based on the XOR metric"", Proc. 1st Int. Workshop Peer-to-Peer Syst., pp. 53-65, 2002."|1
Understanding broadcast based peer review on open source software projects|Peter C. Rigby , Margaret-Anne Storey, Understanding broadcast based peer review on open source software projects, Proceedings of the 33rd International Conference on Software Engineering, May 21-28, 2011, Waikiki, Honolulu, HI, USA  [doi>10.1145/1985793.1985867]|1
A compression technique to materialize transitive closure|"H. V. Jagadish, ""A compression technique to materialize transitive closure"", ACM Trans. Database Syst., vol. 15, no. 4, pp. 558-598, 1990."|1
Aspect refinement—unifying AOP and stepwise|Apel, S., Kästner, C., Leich, T., and Saake, G. 2007. Aspect refinement—unifying AOP and stepwise refinement. J. Obj. Tech. 6, 9, 13--33.|1
15,2017 from http://support.emma.io/hc/en-us/sections/ 201193992-EMMA-SDK-integration-for-Android 2017. Neo4j, the world’s leading graph database - Neo4j Graph Database. Retrieved May 24,2017 from https://neo4j.com|Retrieved May 15,2017 from http://support.emma.io/hc/en-us/sections/ 201193992-EMMA-SDK-integration-for-Android 2017. Neo4j, the world’s leading graph database - Neo4j Graph Database. (2017). Retrieved May 24,2017 from https://neo4j.com/ 2017. Xposed. (2017). Retrieved May 15,2017 from http://repo.xposed.info/ module/de.robv.android.xposed.installer|1
"The Apache Software Foundation, ""Welcome to The Apache Software Foundation"|"The Apache Software Foundation, ""Welcome to The Apache Software Foundation!"" {Online}. Available: http://www.apache.org/"|1
Undo support models|Yiya Yang, Undo support models, International Journal of Man-Machine Studies, v.28 n.5, p.457-481, May 1988  [doi>10.1016/S0020-7373(88)80056-7]|1
Software analytics for mobile applications–insights|"R. Minelli, M. Lanza, ""Software analytics for mobile applications–insights & lessons learned"", Proc. 15th Eur. Conf. Softw. Maintenance Reengineering, pp. 144-153, 2013."|1
The Impact of Parameter Tuning on Software Effort Estimation Using Learning Machines|Liyan Song, Leandro L. Minku, and Xin Yao. 2013. The Impact of Parameter Tuning on Software Effort Estimation Using Learning Machines. In International Conference on Predictor Models in Software Engineering (PROMISE). Baltimore, USA, 9:1–9:10.|1
A Linda-based platform for the parallel execution of out-place model transformations|Loli Burgueño , Manuel Wimmer , Antonio Vallecillo, A Linda-based platform for the parallel execution of out-place model transformations, Information and Software Technology, v.79 n.C, p.17-35, November 2016  [doi>10.1016/j.infsof.2016.06.001]|1
Model checking linearizability via refinement|"Y. Liu, W. Chen, Y. A. Liu, J. Sun, ""Model checking linearizability via refinement"", Proc. 2nd World Congress Formal Methods, pp. 321-337, 2009."|1
Grünbacher , Hanspeter Mössenböck, Where has all my memory gone?: determining memory characteristics of product variants using virtual-machine-level monitoring|Philipp Lengauer , Verena Bitto , Florian Angerer , Paul Grünbacher , Hanspeter Mössenböck, Where has all my memory gone?: determining memory characteristics of product variants using virtual-machine-level monitoring, Proceedings of the Eighth International Workshop on Variability Modelling of Software-Intensive Systems, January 22-24, 2014, Sophia Antipolis, France  [doi>10.1145/2556624.2556628]|1
Backpropagation through time: what it does and how to do it|P. J. Werbos. Backpropagation through time: what it does and how to do it. Proceedings of the IEEE, 78(10):1550--1560, Oct 1990.|1
Linux kernel procfs guide|E. Mouw. Linux kernel procfs guide, June 2001.|1
The Free Software Foundation. 2017. Various Licenses and Comments about|The Free Software Foundation. 2017. Various Licenses and Comments about Them. https://www.gnu.org/philosophy/license-list.html. (2017).|1
Fuzzing with code fragments, Proceedings of the 21st USENIX conference on Security symposium|Christian Holler , Kim Herzig , Andreas Zeller, Fuzzing with code fragments, Proceedings of the 21st USENIX conference on Security symposium, p.38-38, August 08-10, 2012, Bellevue, WA|1
concolic execution - part 1. http://blogs.grammatech.com/hybrid-concolic-execution-part-1, Accessed 18-Jan-2017|GrammaTech. Hybrid concolic execution - part 1. http://blogs.grammatech.com/hybrid-concolic-execution-part-1, Accessed 18-Jan-2017.|1
Discovery over application: A case study of misaligned incentives in software engineering|E. F. Rizzi. Discovery over application: A case study of misaligned incentives in software engineering. Master's thesis, University of Nebraska, Lincoln, 2015.|1
Enforcement of Entailment Constraints in Distributed Dervicebased Business Processes|Waldemar Hummer, Patrick Gaubatz, Mark Strembeck, Uwe Zdun, and Schahram Dustdar. 2013. Enforcement of Entailment Constraints in Distributed Dervicebased Business Processes. Inf. Softw. Technol. 55, 11 (2013), 1884–1903.|1
"Java Flow-Based Programming,"" http://sourceforge.net/projects/flow-based-pgmg"|"J. P. Morrison, ""Java Flow-Based Programming,"" http://sourceforge.net/projects/flow-based-pgmg."|1
Domain Descriptions to Requirements Prescriptions—A Different Approach to Requirements Engineering|Dines Bjørner. 2016. From Domain Descriptions to Requirements Prescriptions—A Different Approach to Requirements Engineering. Technical Report, Technical University of Denmark, Holte, Denmark.|1
A philosophy for software measurement|A. L. Baker , J. M. Bieman , N. Fenton , D. A. Gustafson , A. Melton , R. Whitty, A philosophy for software measurement, Journal of Systems and Software, v.12 n.3, p.277-281, Jul. 1990  [doi>10.1016/0164-1212(90)90050-V]|1
Reducing intergroup conflict: From superordinate goals to decategorization, recategorization, and mutual differentiation|S. L. Gaertner, J. F. Dovidio, B. S. Banker, M. Houlette, K. M. Johnson, and E. A. McGlynn. Reducing intergroup conflict: From superordinate goals to decategorization, recategorization, and mutual differentiation. Group Dynamics: Theory, Research, and Practice, 4(1):98–114, 2000.|1
"Understanding agile project management methods using Scrum"", OCLC Syst. Services: Int"|"H. F. Cervone, ""Understanding agile project management methods using Scrum"", OCLC Syst. Services: Int. Dig. Library Perspectives, vol. 27, no. 1, pp. 18-22, 2011."|1
On the role of scientiﬁc thought|E. W. Dijkstra. On the role of scientiﬁc thought. In Selected writings on Computing: A Personal Perspective , pages 60–66. Springer-Verlag, 1982.|1
Automatic Detection of Potential Layout Faults Following Changes to Responsive Web Pages (N|Thomas A. Walsh , Phil McMinn , Gregory M. Kapfhammer, Automatic Detection of Potential Layout Faults Following Changes to Responsive Web Pages (N), Proceedings of the 2015 30th IEEE/ACM International Conference on Automated Software Engineering (ASE), p.709-714, November 09-13, 2015  [doi>10.1109/ASE.2015.31]|1
Changing an Existing Interface|Changing an Existing Interface, (2012).|1
"Probabilistic topic models,"" Handbook of latent semantic analysis"|"M. Steyvers and T. Griffiths, ""Probabilistic topic models,"" Handbook of latent semantic analysis, vol. 427, 2007."|1
Extracting and answering why and why not questions about Java program output|Andrew J. Ko , Brad A. Myers, Extracting and answering why and why not questions about Java program output, ACM Transactions on Software Engineering and Methodology (TOSEM), v.20 n.2, p.1-36, August 2010  [doi>10.1145/1824760.1824761]|1
A comparison of automated and manual spreadsheet error detection|W. Anderson. 2004. A comparison of automated and manual spreadsheet error detection. Master thesis, Massey University.|1
Discovery over application: A case study of misaligned incentives in software engineering|E. F. Rizzi. Discovery over application: A case study of misaligned incentives in software engineering. Master's thesis, University of Nebraska, Lincoln, 2015.|1
A survey on automatic test case generation|M Prasanna, S Sivanandam, R Venkatesan, and R Sundarrajan. 2005. A survey on automatic test case generation. Academic Open Internet Journal 15, 6 (2005).|1
Solving the Large Scale Next Release Problem with a Backbone-Based Multilevel Algorithm|Jifeng Xuan , He Jiang , Zhilei Ren , Zhongxuan Lou, Solving the Large Scale Next Release Problem with a Backbone-Based Multilevel Algorithm, IEEE Transactions on Software Engineering, v.38 n.5, p.1195-1212, September 2012  [doi>10.1109/TSE.2011.92]|1
Trace anomalies as precursors of field failures: an empirical study|Sebastian Elbaum , Satya Kanduri , Anneliese Andrews, Trace anomalies as precursors of field failures: an empirical study, Empirical Software Engineering, v.12 n.5, p.447-469, October 2007  [doi>10.1007/s10664-007-9042-8]|1
"An Overview of the Runtime Verification Tool Java PathExplorer"", Formal Methods"|"K. Havelund, G. Roşu, ""An Overview of the Runtime Verification Tool Java PathExplorer"", Formal Methods in System Design, vol. 24, no. 2, pp. 189-215, 2004."|1
"Detecting plagiarized mobile apps using API birthmarks"", Autom"|"D. Kim, A. Gokhale, V. Ganapathy, A. Srivastava, ""Detecting plagiarized mobile apps using API birthmarks"", Autom. Softw. Eng., vol. 23, no. 4, pp. 591-618, 2016."|1
GoalDebug: A spreadsheet debugger for end users|"R. Abraham, M. Erwig, ""GoalDebug: A spreadsheet debugger for end users"", Proc. 29th Int. Conf. Softw. Eng., pp. 251-260, 2007."|1
Rethinking the inception architecture for computer vision|Christian Szegedy, Vincent Vanhoucke, Sergey Ioffe, Jon Shlens, and Zbigniew Wojna. 2016. Rethinking the inception architecture for computer vision. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition. 2818–2826.|1
